Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,Automation_Probability,Cluster
3.25,3.25,3.12,3.0,3.25,1.0,1.25,1.0,3.0,3.0,2.88,2.0,2.0,2.25,3.25,3.0,2.25,1.5,3.0,2.12,2.38,2.25,2.75,3.25,1.0,1.88,2.38,3.0,3.12,2.88,2.88,2.38,2.88,2.0,3.0,0.68,0
3.75,4.0,3.88,3.75,4.0,1.0,1.0,1.0,3.0,3.88,3.0,2.25,2.25,2.75,3.38,4.0,3.0,2.0,2.5,2.62,3.0,1.62,2.62,4.0,1.0,3.38,2.88,3.0,4.0,3.25,3.25,1.62,3.25,1.62,4.0,0.02,2
2.87,3.5,3.04,2.92,3.54,2.21,1.96,1.04,2.58,3.08,2.5,1.58,1.75,2.5,2.29,3.21,2.5,2.75,1.83,3.25,2.54,1.33,3.33,3.5,2.17,2.21,2.67,2.96,3.5,2.54,2.63,1.66,3.17,2.92,3.29,0.9,0
2.75,3.0,2.62,2.75,3.0,2.75,2.0,1.25,2.0,2.88,2.0,1.38,1.38,2.0,2.0,3.0,1.88,3.38,1.75,3.5,2.0,1.0,3.0,2.75,2.62,1.5,1.88,2.62,3.0,1.88,2.0,1.75,2.75,3.0,2.5,0.78,1
2.75,3.75,3.0,2.75,3.12,1.62,1.0,1.0,2.12,2.88,2.0,1.75,1.75,2.0,2.62,2.88,2.75,2.75,1.12,2.5,2.88,1.0,2.0,3.0,1.25,1.0,3.12,3.0,3.62,2.0,2.0,1.38,3.0,2.0,2.75,0.98,3
3.0,3.0,3.0,2.5,3.25,1.0,1.38,1.0,1.88,3.0,2.12,2.12,2.0,2.0,2.12,3.0,1.75,2.62,1.62,2.88,2.38,1.5,2.62,2.88,1.0,3.0,2.38,2.62,3.0,2.38,2.12,1.25,2.75,2.0,2.75,0.95,3
3.0,4.0,3.0,3.12,3.38,1.0,1.0,1.0,2.88,3.12,2.62,1.38,1.38,2.25,2.62,3.0,2.88,1.5,1.75,2.12,3.25,1.88,1.88,3.5,1.0,1.0,4.0,3.62,4.0,2.75,2.38,1.5,3.12,1.38,3.12,0.61,3
4.12,4.12,3.62,3.0,4.0,1.0,1.0,1.0,3.5,3.62,3.5,1.62,1.62,2.12,3.0,2.88,2.75,1.0,2.5,1.38,2.88,1.5,1.38,4.25,1.0,2.62,3.0,3.75,4.12,3.0,3.12,1.5,2.88,1.0,4.0,0.04,2
3.0,3.75,3.0,3.0,3.38,1.0,1.0,1.0,3.12,3.0,3.0,2.0,2.0,2.25,2.25,3.25,2.88,1.38,1.12,2.12,3.12,1.0,2.0,3.25,1.0,1.62,3.62,3.5,3.12,2.0,2.0,1.25,3.12,1.75,3.12,0.39,3
2.62,3.5,2.5,3.0,2.88,1.0,1.0,1.0,2.25,2.62,2.25,1.75,1.75,2.38,3.0,3.12,2.25,1.62,1.12,2.0,2.5,1.38,1.88,2.75,1.0,1.25,2.88,3.0,3.12,1.88,1.88,1.0,2.38,1.75,2.88,0.91,3
3.88,4.0,4.0,3.62,4.12,1.62,1.75,1.0,3.0,4.0,3.0,2.12,2.12,2.75,4.0,4.0,3.0,2.25,3.75,3.62,3.12,1.88,3.25,4.0,1.62,4.12,2.88,2.88,3.75,3.75,3.75,2.88,3.5,3.12,4.0,0.07,0
3.12,3.25,3.12,3.12,3.25,3.25,2.5,2.12,2.75,3.12,2.12,1.5,1.88,2.38,2.12,3.12,2.38,3.38,1.62,4.0,2.5,1.38,3.12,3.12,3.25,2.25,2.12,2.75,3.0,2.62,2.88,1.5,3.0,3.25,2.88,0.89,1
3.62,4.0,3.62,3.88,3.88,1.0,1.0,1.0,3.0,3.62,3.0,3.0,3.12,3.75,2.62,4.0,3.5,1.88,2.5,2.25,3.62,1.5,2.38,4.0,1.0,1.5,3.25,3.75,4.0,3.12,3.12,1.5,3.62,1.75,3.5,0.16,2
4.0,4.0,3.38,3.0,4.12,1.0,1.0,1.0,3.12,3.12,3.25,1.62,1.75,2.5,2.0,3.0,2.5,1.0,2.0,1.38,2.75,1.38,1.62,4.75,1.0,2.62,2.38,3.12,4.0,2.25,2.25,1.5,2.88,1.0,4.12,0.44,2
3.12,3.12,3.12,3.0,3.12,3.5,3.0,2.0,2.62,3.12,2.62,1.38,1.88,2.12,2.25,3.12,2.12,3.12,2.0,3.12,2.5,1.25,3.12,3.0,3.88,1.88,2.88,2.75,3.12,2.38,2.25,1.88,3.12,3.88,2.75,0.79,1
3.5,3.75,3.12,3.0,3.5,1.0,1.0,1.0,4.25,3.38,3.75,1.12,1.12,2.62,2.62,3.62,3.0,1.0,1.38,1.88,2.88,1.38,1.12,3.75,1.0,1.75,3.38,3.5,3.75,2.88,2.75,1.88,3.25,1.0,3.62,0.19,2
3.12,3.75,3.75,3.0,3.88,3.0,2.88,2.38,2.88,3.88,2.75,2.0,2.75,3.0,3.0,3.75,2.5,3.0,3.12,3.38,2.75,3.62,3.25,3.88,3.0,2.25,3.0,3.0,3.38,3.88,3.75,2.75,3.12,3.75,3.12,0.03,0
4.12,4.12,4.12,3.0,4.25,1.88,2.25,1.12,3.62,4.0,4.0,1.88,2.0,3.0,3.88,3.88,2.5,2.12,3.12,2.75,3.0,2.25,3.0,4.38,1.75,4.75,2.5,3.0,4.12,3.38,3.12,2.12,2.88,1.88,4.25,0.03,0
3.0,3.12,3.0,3.62,3.12,2.25,2.12,1.75,2.88,3.0,2.88,1.75,2.0,2.88,2.12,3.0,2.12,3.62,2.0,3.62,2.38,1.0,3.0,2.75,2.25,1.12,2.75,2.88,3.0,2.0,2.0,2.0,3.0,2.5,2.25,0.83,1
3.38,3.62,3.25,4.12,3.75,2.0,2.12,1.0,3.62,3.62,3.25,3.12,3.25,3.88,3.0,4.0,3.12,2.5,2.62,2.88,3.0,1.5,3.25,3.5,2.0,1.75,3.75,3.88,3.88,3.0,3.0,1.62,3.88,2.12,3.12,0.1,2
2.94,3.44,3.06,3.38,3.32,1.56,1.56,1.06,2.62,2.88,2.38,1.88,2.12,2.31,2.62,3.25,3.18,1.56,1.88,2.32,3.0,1.5,1.94,3.5,1.5,1.0,3.12,3.12,3.44,2.62,2.5,1.56,3.18,1.75,3.12,0.99,3
2.12,2.75,2.0,2.62,2.75,1.38,1.62,1.0,1.88,2.25,2.0,1.25,1.5,1.75,2.0,3.0,1.62,2.0,1.12,2.12,1.62,1.38,2.25,2.62,1.25,1.0,2.12,2.12,2.62,1.88,1.88,1.12,2.25,1.75,2.0,0.38,1
3.5,3.75,3.75,3.75,4.0,1.0,1.0,1.0,3.5,3.75,3.25,2.62,2.75,4.0,3.12,3.88,3.25,1.38,2.0,2.12,3.5,1.75,2.62,3.5,1.0,1.62,3.75,3.75,3.88,3.12,3.12,1.5,3.75,1.75,3.62,0.09,2
3.25,3.38,3.12,3.0,3.5,1.38,1.5,1.0,2.75,3.12,2.88,1.62,1.62,2.25,2.88,3.12,2.38,1.38,1.62,1.88,2.38,1.88,2.12,4.0,1.25,1.88,2.75,3.0,3.12,2.88,2.75,1.62,3.0,1.75,3.5,0.88,3
3.0,3.38,3.12,2.88,3.75,3.12,2.62,2.12,2.88,3.25,2.88,1.88,2.12,3.0,2.75,3.62,2.75,3.75,1.5,4.0,2.75,1.75,3.0,3.0,3.0,1.38,2.75,3.0,3.0,2.62,2.88,1.38,2.75,3.38,3.0,0.93,0
4.0,4.0,3.5,3.12,4.12,1.38,1.62,1.0,3.0,3.62,3.75,2.5,2.0,3.0,4.12,3.38,2.62,1.75,2.62,2.0,3.0,2.25,1.75,4.25,1.12,4.25,2.88,3.12,4.0,3.0,3.0,2.0,2.88,1.38,4.12,0.04,2
3.12,4.38,3.25,3.75,3.75,1.5,1.5,1.12,3.0,3.38,2.75,1.88,2.0,2.5,2.0,3.12,2.88,2.0,2.0,2.5,3.12,1.88,2.0,3.62,1.62,1.38,3.75,3.88,4.12,2.62,2.0,1.75,2.88,2.12,3.0,0.49,2
2.12,3.0,2.75,2.75,2.75,2.25,2.0,1.0,2.0,2.62,2.0,1.5,1.5,1.88,1.88,2.88,1.88,3.25,1.25,3.12,2.0,1.0,2.25,2.75,2.12,1.12,2.12,2.5,2.62,1.62,1.62,1.0,2.75,2.38,2.12,0.96,1
2.75,3.12,3.0,3.0,3.0,1.25,1.38,1.0,2.75,3.0,3.12,1.12,1.25,2.0,1.38,3.75,2.0,1.38,1.25,2.12,2.5,1.0,1.88,2.88,1.25,1.5,3.25,3.38,3.5,1.88,2.0,1.0,2.38,1.62,2.5,0.67,3
2.25,3.25,2.0,2.62,2.75,1.62,1.12,1.0,1.75,2.5,1.88,1.38,1.62,1.88,2.62,3.0,2.0,1.62,1.62,1.75,2.12,1.75,2.38,3.5,1.0,1.0,2.88,2.62,3.0,2.25,1.88,1.75,3.0,1.5,3.25,0.81,3
2.75,3.0,2.75,2.88,3.25,3.75,2.75,2.62,2.5,2.88,2.62,1.75,1.88,2.5,2.12,2.88,2.12,3.12,1.75,3.25,2.25,1.0,3.25,2.88,4.0,1.75,2.38,2.75,3.0,2.62,2.62,1.88,2.88,4.0,2.88,0.88,1
3.25,3.75,3.12,3.25,3.38,1.0,1.0,1.0,3.12,3.12,2.88,1.88,1.88,2.25,2.12,3.75,3.0,2.0,1.25,2.0,3.0,1.12,2.0,3.12,1.0,1.75,3.88,3.88,3.88,2.0,2.38,1.62,2.88,2.0,3.12,0.47,3
2.88,3.12,3.38,2.88,3.12,3.38,3.0,3.38,2.75,3.25,2.62,1.88,2.12,2.38,2.25,2.88,2.12,2.88,1.88,3.12,2.5,1.62,3.62,3.12,3.62,1.75,3.0,2.75,3.38,2.88,2.75,1.75,3.0,3.62,2.75,0.65,1
3.0,3.25,3.0,3.0,3.38,1.12,1.12,1.0,2.88,3.25,3.0,1.0,1.0,2.12,2.5,3.12,2.75,1.12,1.75,1.75,2.75,1.0,2.0,3.0,1.0,1.38,2.75,3.0,3.62,2.0,2.38,1.5,2.88,1.38,2.75,0.98,3
3.25,3.88,3.88,3.12,4.0,1.0,1.75,1.0,3.0,3.88,3.12,1.75,1.62,2.62,3.38,3.12,2.62,2.0,2.62,2.0,2.88,2.0,2.0,4.12,1.0,4.0,2.62,3.0,4.0,3.25,3.25,1.62,2.88,1.5,3.88,0.63,2
3.82,4.0,3.68,3.0,4.06,1.0,1.0,1.0,3.25,3.81,3.18,2.37,1.87,2.56,4.06,3.31,2.38,1.0,2.31,1.25,3.0,2.0,1.56,4.06,1.0,2.13,2.88,3.0,3.75,3.25,3.18,1.56,3.0,1.0,4.06,0.43,2
3.88,3.88,3.62,3.0,4.0,1.0,1.75,1.0,3.0,3.75,3.62,2.25,2.12,3.0,3.12,3.62,2.62,2.5,2.88,2.75,2.62,1.88,2.88,4.12,1.0,4.62,3.0,3.0,3.88,3.0,2.88,1.88,3.0,2.0,4.0,0.01,0
3.25,3.75,3.12,3.12,3.25,1.0,1.12,1.0,2.75,3.12,2.75,1.88,2.0,2.25,2.0,3.0,3.0,1.12,2.75,2.0,3.0,2.12,1.88,3.12,1.0,1.12,3.0,3.12,3.38,2.88,2.62,2.25,3.12,1.0,3.25,0.08,3
3.32,3.69,3.44,3.25,3.82,1.88,2.06,1.0,3.0,3.44,3.06,1.75,1.82,2.82,4.06,3.19,2.25,2.75,1.88,2.75,2.38,1.88,2.69,3.94,1.88,2.87,2.75,2.88,3.5,3.06,2.94,1.68,3.0,1.88,3.68,0.38,0
3.5,4.06,3.63,3.06,4.06,1.0,1.18,1.0,3.18,3.69,3.32,1.75,1.75,2.69,2.75,3.25,2.56,1.38,2.32,2.0,3.0,1.68,1.93,3.94,1.0,3.37,3.63,3.88,4.0,3.12,3.0,1.82,3.06,1.25,3.75,0.02,2
2.38,2.88,2.5,2.38,3.0,2.75,2.38,1.62,1.88,2.88,1.88,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.75,3.25,1.88,1.5,3.25,3.0,2.75,2.0,2.0,2.5,3.0,2.12,2.12,1.88,2.88,3.0,2.5,0.97,1
3.12,3.62,3.38,3.0,3.75,3.0,2.62,2.0,2.62,3.12,2.62,2.12,2.12,2.62,2.75,3.12,2.25,2.5,2.0,3.0,2.5,1.88,2.88,3.88,3.5,1.75,2.88,2.88,3.25,3.12,2.88,2.0,2.88,3.5,3.25,0.84,0
3.0,4.0,2.88,3.0,3.12,1.0,1.0,1.0,2.38,3.12,2.38,1.62,1.75,2.12,3.0,3.12,2.88,1.62,1.5,1.62,3.0,1.38,2.25,3.5,1.0,1.0,3.5,3.0,3.88,2.25,2.12,1.25,2.88,1.5,3.12,0.98,3
2.0,3.0,2.5,2.38,2.88,2.5,2.25,1.62,2.12,2.5,2.12,1.5,1.5,2.0,1.88,3.12,1.88,3.0,1.75,3.38,1.62,1.25,2.88,2.75,2.25,1.12,2.12,2.25,2.88,2.12,2.0,1.25,2.62,2.5,2.38,0.73,1
2.62,2.88,2.62,2.75,2.88,2.12,2.38,2.0,2.0,2.88,2.0,1.62,2.12,1.88,2.25,2.88,2.0,2.38,1.25,2.25,2.0,1.0,2.12,2.38,2.62,1.12,2.38,2.5,2.5,1.88,1.75,1.62,2.5,2.38,2.0,0.57,1
3.5,3.5,3.25,3.62,3.88,2.88,2.88,1.38,3.0,3.62,2.88,1.75,2.12,2.38,2.62,3.5,2.62,3.25,1.38,3.25,2.88,1.5,2.88,3.12,2.25,2.0,3.62,3.38,3.5,2.88,2.88,1.75,3.12,2.62,2.88,0.17,0
3.12,4.0,3.12,3.75,3.62,1.0,1.0,1.0,2.62,3.25,2.5,2.12,1.75,2.75,3.12,3.0,3.88,1.75,1.75,1.75,3.62,1.62,2.12,3.38,1.0,1.12,3.5,3.75,4.0,2.62,2.62,1.62,3.38,1.75,3.38,0.86,2
2.75,3.75,2.75,3.0,3.12,1.0,1.0,1.0,2.62,2.38,2.12,1.38,1.38,2.0,2.0,2.88,2.25,1.0,1.12,1.62,2.62,1.38,1.88,3.12,1.0,1.0,3.62,3.12,3.88,2.0,2.0,1.0,2.88,1.38,3.0,0.96,3
2.88,3.25,2.88,3.12,3.12,3.25,2.5,1.5,3.0,2.88,2.5,1.75,2.25,2.5,2.88,3.38,2.88,3.75,1.12,3.88,2.88,1.62,3.38,3.5,3.0,2.88,3.0,3.12,3.25,2.88,2.88,1.5,2.88,3.0,3.12,0.86,0
3.38,3.88,3.12,3.38,3.5,1.0,1.38,1.0,2.88,3.5,2.75,2.25,2.12,3.12,2.12,3.25,3.0,1.38,2.25,1.25,3.25,1.88,1.62,3.5,1.0,1.25,2.75,3.12,3.62,2.88,3.0,1.62,3.12,1.25,3.38,0.02,2
2.38,2.88,2.62,3.0,3.0,2.38,2.38,1.25,2.5,2.88,2.25,1.62,1.88,1.88,2.25,3.0,1.88,3.0,1.88,2.75,1.88,1.0,2.5,2.38,2.25,1.25,2.0,2.75,2.75,2.0,2.0,1.88,3.0,2.75,2.0,0.83,1
2.62,3.75,2.88,2.88,3.0,1.0,1.0,1.0,2.75,2.88,2.75,1.0,1.0,2.38,1.0,3.0,2.5,1.0,1.75,1.25,2.5,1.0,1.0,3.88,1.0,1.5,2.12,3.75,3.88,2.0,2.0,1.25,3.0,1.0,2.88,0.37,3
3.12,3.38,2.88,3.0,3.12,1.0,1.0,1.0,3.38,3.0,3.38,1.25,1.5,2.5,2.0,3.12,2.12,1.62,1.88,1.88,2.62,1.75,2.0,3.12,1.0,1.38,3.0,3.12,3.62,2.25,2.25,1.75,2.88,1.62,3.0,0.13,3
3.12,4.0,3.12,3.0,3.25,1.0,1.0,1.0,2.25,3.12,2.88,1.75,2.12,2.5,3.0,3.12,2.0,2.12,1.75,2.25,2.5,1.5,2.12,3.75,1.0,1.88,3.12,3.12,3.75,2.38,2.12,1.75,3.0,1.75,3.0,0.92,3
2.88,4.0,2.88,3.5,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.75,1.75,2.0,2.0,3.0,2.75,1.0,1.25,1.38,3.0,1.25,1.25,3.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.75,3.0,1.25,2.75,0.21,3
2.88,3.0,2.88,2.88,3.0,2.88,2.25,1.38,2.12,2.75,2.0,1.62,1.88,2.25,2.12,3.0,2.25,3.25,2.0,3.62,2.38,1.0,3.12,2.75,2.25,1.0,2.38,2.88,3.0,2.25,2.25,1.88,3.0,2.75,2.25,0.67,1
3.0,3.75,2.75,3.0,3.12,1.0,1.0,1.0,2.88,2.88,2.62,2.12,2.0,2.38,2.62,3.0,3.5,2.0,1.5,2.0,3.88,1.25,2.0,3.0,1.0,1.0,3.75,3.5,3.75,2.0,2.0,1.88,3.0,1.75,3.0,0.92,3
2.88,3.38,2.88,3.12,3.25,1.0,1.0,1.0,3.0,2.88,2.75,1.38,1.75,2.25,2.0,3.25,2.38,2.0,1.12,2.38,2.38,1.12,2.0,2.88,1.0,1.75,4.0,3.88,3.0,2.12,2.25,1.25,3.0,1.88,2.88,0.74,3
3.5,4.0,3.38,3.75,3.75,1.0,1.0,1.0,2.88,3.12,2.62,1.88,1.5,2.88,2.12,2.88,4.0,1.25,1.75,1.25,4.0,1.5,1.0,4.0,1.0,1.62,3.0,3.88,4.0,2.5,2.5,1.38,3.75,1.0,3.62,0.24,2
3.25,3.5,3.13,3.0,3.5,2.25,2.06,1.44,2.88,3.18,2.94,1.82,1.94,2.5,3.06,3.18,2.56,2.82,2.06,2.94,2.62,1.88,2.31,3.63,2.25,2.82,2.68,2.82,3.38,2.87,2.81,1.56,3.0,2.37,3.31,0.97,0
3.25,3.92,3.45,3.25,3.62,1.29,1.34,1.04,3.04,3.37,2.96,2.04,2.25,2.92,2.63,3.33,2.96,2.29,2.63,2.5,3.0,1.63,2.12,3.88,1.21,2.92,3.21,3.37,3.83,3.04,3.0,1.71,3.08,1.88,3.5,0.02,2
2.75,3.12,3.12,3.0,3.62,3.75,2.88,3.75,2.88,3.12,2.88,2.0,2.0,2.62,2.62,3.12,2.88,3.38,1.88,3.62,2.88,1.75,3.25,3.0,3.62,1.75,3.0,3.0,3.0,2.75,2.62,1.88,3.25,3.75,2.75,0.59,1
3.0,3.25,3.0,3.0,3.25,3.38,2.88,3.38,2.75,3.0,2.62,1.88,1.88,2.38,2.75,3.12,2.38,2.88,1.25,3.12,2.62,2.0,3.12,3.25,3.5,1.75,2.5,3.0,3.25,3.0,2.88,1.88,3.12,3.0,3.0,0.93,1
2.12,2.75,2.12,2.5,2.5,1.0,1.0,1.0,1.62,2.25,1.62,1.12,1.12,1.38,1.62,2.88,1.75,1.5,1.0,1.62,1.88,1.0,1.88,2.25,1.0,1.25,1.88,2.12,2.75,1.88,1.62,1.0,2.25,1.5,2.25,0.41,3
3.75,4.25,3.88,3.0,4.25,1.0,1.0,1.0,2.75,4.12,3.0,1.75,1.62,2.62,2.12,3.62,3.25,1.0,1.88,1.5,3.0,1.5,1.12,4.25,1.0,1.62,3.0,3.88,4.0,2.75,2.75,1.75,3.25,1.0,4.12,0.64,2
3.5,4.0,3.25,3.38,3.88,1.25,1.62,1.0,4.0,3.38,4.0,1.75,2.25,2.62,2.5,3.88,2.75,1.88,2.62,2.0,2.88,1.75,2.0,4.0,1.38,1.88,3.25,3.88,4.12,3.0,3.0,1.75,3.0,1.88,3.62,0.26,2
2.25,3.88,3.12,3.12,3.12,1.0,1.0,1.0,2.12,2.88,2.12,1.38,1.62,2.62,2.12,3.0,1.88,1.25,1.62,1.75,2.12,1.38,1.12,3.5,1.0,1.12,3.62,3.0,4.0,2.0,2.0,1.25,3.12,1.0,3.12,0.81,3
3.0,3.62,3.12,3.82,3.56,2.06,2.56,1.44,3.19,3.25,3.06,2.38,2.5,3.68,2.75,3.56,3.06,2.82,2.25,2.94,3.19,1.38,3.06,3.5,2.06,1.75,3.0,3.12,3.68,2.94,2.94,1.69,3.56,2.31,3.0,0.17,0
2.75,3.0,2.88,2.88,3.12,3.0,2.62,2.0,2.5,2.75,2.62,2.0,2.0,2.38,2.38,2.88,2.38,3.88,1.5,3.62,2.38,1.0,3.0,2.75,3.0,1.25,2.75,2.75,2.75,2.12,2.25,1.88,3.0,3.0,2.5,0.83,1
2.25,2.88,2.25,2.88,3.0,1.88,1.62,1.0,2.0,2.88,2.12,1.75,1.75,1.88,2.25,3.0,1.75,2.88,1.12,2.88,1.88,1.5,2.38,3.0,1.75,1.12,2.62,2.75,3.0,2.12,2.0,1.25,3.0,2.12,2.88,0.94,1
2.62,2.88,2.88,2.62,2.88,3.38,2.5,2.12,1.88,2.88,1.88,1.88,2.0,2.0,2.0,2.88,1.88,3.0,1.5,3.0,2.0,1.38,3.0,2.88,3.5,1.62,2.88,2.62,2.88,2.88,2.75,1.0,2.88,3.25,2.62,0.94,1
3.62,3.38,3.62,2.88,3.75,1.0,1.0,1.0,2.75,3.25,2.88,1.38,1.38,2.62,4.38,3.0,2.62,1.0,1.88,1.38,2.75,3.0,2.25,3.75,1.0,2.12,2.88,2.88,3.38,2.5,2.5,1.88,3.25,1.0,3.5,0.66,2
3.12,4.0,3.25,2.88,3.75,1.0,1.0,1.0,2.88,3.88,2.75,2.12,2.0,2.62,3.25,2.88,2.88,1.25,1.75,1.88,2.88,1.62,1.5,3.88,1.0,1.0,3.0,3.25,4.0,2.62,2.25,1.88,3.12,1.0,3.38,0.98,2
2.0,3.0,2.38,3.0,3.0,2.62,2.62,2.75,2.0,2.88,2.12,1.5,1.5,2.0,2.0,2.62,2.0,3.12,1.0,3.0,2.0,1.0,3.0,2.88,2.75,1.0,2.0,2.62,3.0,2.0,1.88,1.62,2.88,2.75,2.0,0.62,1
3.25,4.0,3.5,3.25,4.0,1.0,1.12,1.0,2.5,3.75,2.5,2.12,1.75,2.75,2.88,3.38,3.12,1.12,1.5,1.88,2.88,2.12,2.62,4.12,1.0,1.38,3.12,3.38,3.88,3.0,2.88,1.75,3.0,1.62,3.62,0.98,2
3.88,3.88,4.0,3.12,4.0,1.12,1.12,1.0,3.0,4.0,3.25,2.0,2.25,3.0,3.38,3.75,3.0,1.88,2.75,2.5,3.0,2.0,2.75,4.12,1.0,4.0,3.0,3.12,3.88,3.75,3.25,1.88,3.25,1.88,4.0,0.06,2
2.0,4.0,2.38,2.5,3.0,1.0,1.0,1.0,2.25,2.38,1.5,1.25,1.25,1.62,1.38,2.25,3.0,1.12,1.38,1.25,4.12,1.25,1.12,3.25,1.0,1.0,3.5,3.25,4.12,1.75,1.62,1.25,2.38,1.0,2.5,0.99,3
3.12,4.0,3.12,3.12,3.5,1.0,1.0,1.0,2.75,3.12,2.25,1.88,1.88,1.88,2.25,3.12,3.75,1.75,1.75,1.62,3.75,1.5,1.25,3.38,1.0,1.0,3.12,3.75,4.0,2.25,2.25,1.62,3.0,1.0,3.25,0.85,3
3.75,4.38,3.75,3.75,3.75,1.0,1.25,1.0,3.88,3.88,3.75,2.62,2.5,2.88,3.0,3.38,3.12,2.25,2.5,2.25,3.5,1.62,1.88,4.0,1.0,2.75,3.62,3.88,4.12,3.62,3.62,1.88,3.38,1.38,3.88,0.01,2
2.75,3.0,2.88,3.0,2.88,2.88,2.12,1.12,2.88,3.0,2.5,1.62,1.88,2.38,2.38,3.12,2.0,3.88,1.25,3.88,2.5,1.25,3.12,3.0,2.75,1.88,2.38,2.75,3.0,2.88,2.62,1.25,3.0,2.88,2.88,0.97,1
2.88,3.38,3.25,3.0,3.75,2.75,2.75,1.12,3.0,3.25,2.5,1.75,1.75,3.0,2.62,3.62,2.62,3.38,1.75,3.62,2.75,1.0,2.75,2.75,2.88,1.25,2.75,3.12,3.12,2.12,2.12,1.0,3.5,2.75,2.25,0.65,1
3.62,3.88,3.88,3.25,4.12,1.0,1.25,1.0,3.0,3.75,3.38,1.88,1.75,2.75,3.88,3.75,3.0,1.25,3.88,2.88,3.12,2.12,3.25,4.0,1.0,4.0,2.88,3.0,3.88,3.38,3.5,3.25,3.25,2.0,3.88,0.02,2
2.88,3.0,2.88,2.88,2.88,3.25,2.38,1.38,2.38,2.88,2.12,1.75,1.88,2.12,2.0,3.12,2.0,4.12,1.75,3.25,2.25,1.12,2.88,2.88,2.88,1.5,2.25,2.75,2.88,2.0,2.0,1.75,3.0,3.0,2.0,0.95,1
2.38,3.12,2.88,2.88,3.0,1.0,1.25,1.0,2.5,2.88,2.12,1.88,2.0,2.12,2.25,3.0,2.38,2.0,1.38,2.25,2.75,1.62,2.12,3.12,1.0,1.0,2.62,2.88,3.25,2.12,2.12,1.88,3.0,2.0,2.62,0.98,3
3.38,3.88,3.75,3.0,4.0,1.0,1.5,1.0,3.0,3.75,3.12,1.75,1.88,2.88,3.75,3.38,2.5,2.0,3.25,2.5,2.62,2.88,2.38,4.0,1.0,3.88,2.88,2.88,3.88,3.62,3.62,2.38,2.88,1.5,3.88,0.43,0
3.0,3.0,3.0,2.88,3.12,3.0,3.12,1.62,2.12,3.12,2.12,1.38,1.62,1.88,2.75,3.12,1.88,3.25,2.88,3.25,1.88,1.62,3.25,2.88,2.88,1.75,1.75,2.5,2.88,2.75,2.38,2.75,3.12,3.0,2.25,0.84,1
2.0,3.0,2.75,3.0,2.88,3.25,2.12,1.0,2.12,2.75,1.88,1.5,1.75,1.88,2.12,3.25,1.88,4.12,1.12,4.0,1.88,1.0,2.88,2.5,2.75,1.38,2.0,2.5,2.75,2.0,2.0,1.5,2.88,3.12,2.25,0.82,1
2.0,3.0,2.25,2.75,3.0,1.0,1.0,1.0,1.12,2.62,1.75,1.12,1.38,1.0,1.62,2.62,2.0,2.25,1.75,2.25,2.0,1.0,1.75,2.62,1.0,1.0,2.62,3.0,3.0,2.0,2.0,1.0,2.88,1.12,2.12,0.68,3
2.88,4.12,2.62,2.5,3.0,1.0,1.0,1.0,2.12,3.0,2.12,1.0,1.12,1.75,1.75,3.12,1.88,1.12,1.62,1.5,1.88,1.38,1.62,4.0,1.0,1.5,2.12,2.75,3.0,1.88,1.88,1.12,3.0,1.0,3.88,0.89,3
3.62,4.0,3.88,3.75,4.0,1.0,1.0,1.0,3.75,4.0,3.75,2.75,2.75,2.88,3.0,3.88,3.12,1.0,3.12,1.88,3.38,1.75,2.88,4.0,1.0,3.25,3.88,4.0,4.0,3.12,3.25,1.75,3.25,1.5,3.88,0.0,2
2.88,3.5,2.88,2.88,3.12,1.0,1.0,1.0,2.88,2.88,2.25,1.62,1.5,2.38,3.0,3.12,2.5,2.0,1.12,2.0,2.75,1.25,1.88,3.12,1.0,1.0,3.12,3.12,3.25,2.12,2.38,1.38,3.0,1.5,3.0,0.98,3
3.0,3.62,3.25,3.0,3.62,1.75,1.38,1.12,2.75,3.25,2.75,1.62,1.75,2.75,2.75,3.62,2.62,3.12,2.12,3.25,2.62,1.38,2.75,3.62,1.75,1.88,2.62,2.75,3.5,2.88,2.75,1.62,3.0,2.25,3.12,0.64,0
2.94,3.56,3.19,3.68,3.5,1.25,1.5,1.0,3.0,3.25,3.0,2.18,2.25,3.68,2.38,3.44,2.81,2.18,1.62,2.56,3.0,1.32,2.32,3.31,1.25,1.32,2.88,3.12,3.75,2.75,2.88,1.62,3.5,1.88,3.12,0.42,2
3.0,4.0,3.12,3.88,3.12,1.0,1.0,1.0,2.75,3.12,2.75,1.75,1.88,2.38,2.12,3.88,2.62,1.25,1.62,2.0,2.75,1.38,2.0,3.75,1.0,1.12,3.12,3.12,4.0,2.88,2.75,1.62,3.75,1.62,3.12,0.96,2
